row;value_x;value_y;value_z
13392;78662277;68954420;28729474
13393;18671424;88011612;46644010
13394;35176417;21404324;472736
13395;3459853;14749371;19039000
13396;10374504;49922940;87154511
13397;40219571;17524144;29234780
13398;74304619;84815790;16863756
13399;1501041;54815728;79331805
13400;47035884;73537706;75893418
13401;6967901;96684532;43363092
13402;8803783;35418029;38476913
13403;72490758;27085326;45557987
13404;14577625;59585087;54396464
13405;90036109;42657107;20919304
13406;87420726;29278143;75385090
13407;89971323;85861114;9671516
13408;3353167;30167397;63553836
13409;94465061;87616400;65420306
13410;42551925;8130317;42721117
13411;7322730;46185110;48064098
13412;65971305;1267440;82615754
13413;46945865;58641720;50350399
13414;42761510;45450404;30467474
13415;4822572;40808429;65435867
13416;8328163;71646529;87985650
13417;41661965;65922304;38087438
13418;17612613;3842243;57202055
13419;37110100;84668912;2035814
13420;75329891;34693795;93463822
13421;39209271;9835125;59955890
13422;52825936;82019308;38289606
13423;97452779;31775910;93087877
13424;52193800;13047038;60106298
13425;90534314;15143972;9470799
13426;53462246;85016237;67409677
13427;12013596;63982497;12626433
13428;60092334;32796677;85332375
13429;54521358;22434139;17310097
13430;17556390;89197869;56910146
13431;37696579;32873044;50316978
13432;14802115;54398928;50336404
13433;65388728;39633976;89171263
13434;74267124;65600318;15261786
13435;80167352;10130646;22846178
13436;24344239;74637416;56863143
13437;63026053;93892844;72362806
13438;10261194;92792117;66446089
13439;76954783;70138046;40780000
13440;44172526;51138014;34608398
13441;594536;28467297;31722024
13442;35296823;59283080;77633972
13443;85018162;10946532;65844171
13444;60752901;9990286;95245893
13445;7510426;78418419;85437702
13446;47988929;8690244;38170953
13447;6438651;15380968;88879640
13448;12576665;42434398;25862033
13449;52326178;94961260;72865345
13450;44976538;34360423;75351151
13451;28116837;55093591;39668963
13452;11534538;68234035;56256626
13453;87584138;83339985;88355128
13454;61167898;77915939;62030270
13455;11031109;96801621;71002284
13456;38138243;29332389;19525311
13457;17295589;9197239;39990076
13458;89069105;55457921;97444891
13459;69147124;49851117;50822641
13460;57987890;84847628;9530936
13461;22766854;85315783;13491301
13462;51009946;80902944;98291067
13463;4225419;73361523;81138252
13464;64507379;20119477;55573968
13465;47582629;33191565;13379065
13466;83546729;64573250;71678675
13467;64592565;33694141;26240538
13468;64233503;9959307;40548229
13469;53310512;2278716;7161829
13470;89105739;31690931;95314152
13471;31309508;20919620;87021432
13472;67656002;60938729;81786164
13473;33946327;42956583;48188247
13474;61402238;95075721;96022917
13475;24498146;18667482;86471730
13476;13210329;34577046;44328309
13477;41142856;57287902;68315495
13478;78757717;20119411;97416482
13479;88751577;58809242;83899845
13480;88905523;68913004;67746806
13481;64317972;21138233;91040799
13482;25753014;52020263;39985933
13483;88519539;21224141;96286247
13484;39810914;25334797;55293513
13485;50828681;97068730;49364478
13486;95412338;59064490;85529799
13487;41732191;28209076;69517221
13488;27322748;41036712;18922103
13489;94188846;50834915;64508183
13490;87375702;54633470;94398603
13491;39107612;3989598;80338666
13492;84929489;20754654;7611135
13493;77700860;1459195;28384221
13494;42698328;83825687;63760201
13495;61520162;10253411;76568948
13496;33680172;13468577;61268207
13497;57362035;36538217;4464501
13498;32923812;34490950;64068582
13499;14809304;11123347;34667326
13500;15389581;85878038;10439057
13501;69136854;58760813;46301239
13502;74093059;76644146;46083216
13503;45993947;36156012;39561871
13504;80221996;63237320;83265026
13505;31361444;93304773;8671606
13506;89775504;40029635;95527817
13507;64523289;82326555;20955557
13508;62556712;10711182;14519972
13509;19671573;595029;92408772
13510;53638359;35130139;88370778
13511;30343084;16014764;18356894
13512;65990119;94034508;46002325
13513;84325017;80362853;73166391
13514;24199810;56986171;86916759
13515;10694115;9680739;93487720
13516;24745737;74007257;59887629
13517;23218596;1767620;61185372
13518;46623196;10298502;63662384
13519;23441482;95201469;58790808
13520;1817219;47101138;14407573
13521;33968676;29887404;58768901
13522;47941154;225634;49456662
13523;21122801;8141236;30537311
13524;90362538;53235416;40857118
13525;9620546;83897380;63838151
13526;94637316;83352648;93040538
13527;7045962;26012846;16746811
13528;70428346;39621539;22997023
13529;86035531;10767892;15049643
13530;47154786;25956553;86119192
13531;40441973;21205367;17313339
13532;51748459;20958236;12618891
13533;83822245;52500145;73840319
13534;10622323;2709375;13721555
13535;97036326;50412783;11133049
13536;27294013;63526225;56308940
13537;26135717;56015441;14748414
13538;51173926;11121507;91256814
13539;42753186;43652497;85702332
13540;45325885;92071438;62708460
13541;58857500;52553914;3339328
13542;34483191;2696816;30723863
13543;67597947;38689306;71572835
13544;68833720;34440758;56933277
13545;59175471;29280198;13676013
13546;89212138;51324228;48903144
13547;41235692;23077163;50281143
13548;73626755;49849172;12786394
13549;40823357;4085535;28041487
13550;14291991;71518601;92958575
13551;69976444;38779926;29572219
13552;16494722;604422;20292836
13553;44398209;23074289;25407215
13554;67287708;36081119;91160851
13555;50509064;91252993;7301192
13556;28013446;86031338;93186619
13557;74394842;76982674;81454716
13558;48891807;42068876;23423227
13559;10750604;16296351;88014044
13560;96606747;81527644;89075316
13561;77912973;93128582;62647284
13562;73870745;15215942;2752207
13563;82191662;62337523;98178032
13564;44924823;78436524;70402876
13565;63193973;57312271;40763140
13566;63263406;10004396;8919227
13567;61038940;80018368;55241301
13568;53945005;21528512;61337887
13569;21079699;98731855;38618254
13570;39414006;92891603;49483826
13571;71388113;97048985;70764804
13572;13168258;54529118;20842863
13573;9165140;89408265;32600448
13574;88464402;98365278;61439557
13575;29797914;81637181;92609455
13576;56571658;22212767;16859315
13577;53735974;30365816;68115358
13578;41829920;50129064;40697484
13579;80291969;39122796;72257948
13580;92387917;50537582;79079894
13581;75313966;73857272;88607982
13582;20932028;93698530;5177426
13583;42061264;50354956;51484499
13584;31057802;11434919;526547
13585;6318795;36144213;77654944
13586;37851837;9221306;6870303
13587;97799877;22126224;60426338
13588;36008338;3255911;7728524
13589;8560008;80899993;90873124
13590;32749321;1798131;19002136
13591;72029712;42527934;22799019
13592;30509441;628094;22931608
13593;82863360;65501156;98088845
13594;79678356;32958123;97278892
13595;90334162;96305844;7781551
13596;14543043;20150907;40661907
13597;63893648;75424761;43617183
13598;1231027;22015063;54539729
13599;23287801;66318401;42653279
13600;75627333;79357448;45035549
13601;48879924;81378647;85064193
13602;82130933;89284060;69508526
13603;79508624;17231766;50459293
13604;88580686;31747313;31587897
13605;43464704;94914590;40550829
13606;53525061;3781881;9334614
13607;48171701;65412002;26794490
13608;55443878;26322909;2631222
13609;89639691;59122458;81008529
13610;4517948;53107715;53582618
13611;70068662;4310857;4294594
13612;30342241;64097002;65029167
13613;73465306;18522234;9575305
13614;11211918;63994844;70932434
13615;3829971;67978556;10895591
13616;81254976;72985923;95734010
13617;52162577;13931452;84173915
13618;69929854;70148909;16119638
13619;79613199;76972036;67079081
13620;80769880;27292605;64932901
13621;7981360;1274766;24594710
13622;95824742;16815300;1982852
13623;90129334;6219650;14427383
13624;5565933;97778959;76049929
13625;58739126;7890504;3089240
13626;10841228;97734692;81866896
13627;29764223;24760638;24447606
13628;82373493;93495257;66370132
13629;18218791;59785336;4862
13630;81222480;51174516;6010019
13631;77277201;74308558;33571319
13632;20399714;65711898;26199489
13633;50248947;59679910;31316665
13634;29558177;50424925;6548978
13635;796029;19706218;2264730
13636;48278101;21643605;70001903
13637;5969397;32862283;31234695
13638;69107955;20514477;5722376
13639;2464040;16199199;23708603
13640;24672641;7304366;23791208
13641;47993669;41033633;3147411
13642;75491498;20550132;38581150
13643;3976414;11362255;76892715
13644;95270942;46848138;84411660
13645;6962664;76022988;88294717
13646;66172802;20750161;83019694
13647;1427185;84175387;64075883
13648;78997578;19264265;58267800
13649;5668801;20565052;75331829
13650;73143324;66180277;72220256
13651;14299433;92643362;6282707
13652;85359236;17912014;11141401
13653;46948288;25819058;49192694
13654;89231547;67411185;18771380
13655;94557292;84376404;13681427
13656;46432587;96399566;84388803
13657;57609312;3404499;93734895
13658;29553007;84083544;66142909
13659;22268762;29188709;3334594
13660;9242364;87189520;26566526
13661;12259167;39585128;85913813
13662;34409389;71697059;37804490
13663;92345000;39144367;64650389
13664;40223407;42644766;52195453
13665;49393258;49930411;60812405
13666;47463273;82630912;9550224
13667;20304612;50207411;1432421
13668;90736199;94037894;76492001
13669;92652081;41153653;47993337
13670;96001030;78709216;44776110
13671;43681709;86869584;8731879
13672;82816340;40054584;60401803
13673;9874222;2891995;88832801
13674;17604523;88299255;67183394
13675;75183153;18799973;79491260
13676;72924667;30598653;85385721
13677;50564087;98743794;69235730
13678;46249417;724606;49605894
13679;48823682;18511638;89783549
13680;83667113;48200221;6196199
13681;39254078;75633101;45345238
13682;63084387;10944800;88503887
13683;31177734;84226109;55607134
13684;46002844;28084493;39181479
13685;90381390;2720395;41845687
13686;23966029;34842708;14661736
13687;28356037;5161039;32304640
13688;52241665;6540733;71134046
13689;58844338;11199847;66854430
13690;76113220;76606064;91836365
13691;26920149;7640193;68364244
13692;78949522;41945439;21717271
13693;35336021;28317339;21207092
13694;42379365;24751773;80959338
13695;23352297;59475186;97267526
13696;19231731;43957147;22714638
13697;53953776;56885853;18142829
13698;73322422;24828214;90564687
13699;73781744;24426450;66189415
13700;751453;56348064;29521211
13701;95010943;1459729;18239696
13702;11074402;5957913;41231511
13703;19089458;36444718;55690959
13704;2634402;54374213;72468721
13705;42261762;82305686;19512159
13706;98567065;32658838;16489057
13707;91289258;28192553;61381766
13708;8128723;34757876;87691916
13709;10663945;93779231;656958
13710;64934582;55780179;93174093
13711;24350673;78586072;82032764
13712;18207905;18827810;79567370
13713;83885011;92717180;72314669
13714;31490579;23017013;57971344
13715;15074489;71368830;11952370
13716;398941;87328804;66383310
13717;11450042;96280002;23993068
13718;51393898;50656542;85170010
13719;19099596;88389040;43963810
13720;51161815;69765393;80263128
13721;82795267;61111515;66531511
13722;62207290;7489502;14522171
13723;55021451;27648085;23041152
13724;6021665;52051018;4937264
13725;6382448;19661821;42855725
13726;49115975;17335490;88192147
13727;55681961;86578901;25855247
13728;25427668;38699879;69304644
13729;34279679;52727426;20791552
13730;54287436;98635391;89669429
13731;29575739;14756506;96366169
13732;34038753;41644449;72389257
13733;83157788;86319557;64095361
13734;28251663;18038065;47391678
13735;78955800;3497420;77235209
13736;55695775;6613922;46172538
13737;71455821;3532024;94896417
13738;67617425;97370971;57973344
13739;75979574;5253471;45347124
13740;88976463;59290558;33744668
13741;27242216;9104338;83530197
13742;73517169;26244675;54188385
13743;75561701;47845442;48551807
13744;23403633;65299689;30101436
13745;71342637;21418653;57994538
13746;12069216;50580308;1748895
13747;1184136;49737517;50644824
13748;59505394;40914298;49646774
13749;61564714;76521289;39378382
13750;4424048;75601358;32747180
13751;49068798;60468997;90936454
13752;29407182;30900685;44504199
13753;58424520;28129010;39615138
13754;95982714;39569021;56906853
13755;28114078;98760708;4372713
13756;82076398;89092906;52776988
13757;11675855;30897122;23441942
13758;54845899;58916526;56039967
13759;86471551;73718242;17209224
13760;90907433;9009301;34594906
13761;31241016;14805108;34744640
13762;10377169;20215064;97390176
13763;85042420;85315355;57787571
13764;83489730;18862900;74360511
13765;60219593;69010450;76140024
13766;88208928;11013989;97361543
13767;17212575;10445436;27536190
13768;68552306;70729472;11067827
13769;50244308;3261033;47114136
13770;93834937;50404126;33521346
13771;69857071;21255475;32959725
13772;31812398;27277294;64842803
13773;16209839;69328737;3566688
13774;23793987;46487685;53465217
13775;97559915;79409641;25016808
13776;78587499;75490314;75123818
13777;8913555;33268028;97654116
13778;50516253;49391026;53478150
13779;47644612;42877181;43015595
13780;48119269;22077093;56585649
13781;39463603;91377369;21953971
13782;86770644;591486;94661811
13783;27242578;22885874;39252901
13784;78366876;62106810;20921287
13785;28444097;61281989;50533600
13786;46846248;23385904;89896727
13787;45513286;30233250;17062026
13788;72444849;14389071;21492010
13789;72554130;29566186;4896445
13790;28000255;65509597;93158732
13791;20574165;88627543;43620384
13792;97381794;95843963;32025827
13793;61272827;79054540;22771034
13794;20984814;69372189;66102409
13795;34102128;91280792;91041066
13796;1021493;82729405;12478276
13797;24992786;58626665;82385628
13798;62849324;58133052;58909101
13799;12717033;28199205;97272010
13800;87972197;11827008;16565860
13801;68778048;34339876;18489825
13802;4843527;21380596;51592478
13803;72572186;13850503;27785346
13804;146709;92993316;84508520
13805;9948589;29715593;73282447
13806;32298504;82354778;36335493
13807;16419210;53779313;79407993
13808;79934142;10299814;16713140
13809;58328307;47759981;4077705
13810;85056893;13173590;34981379
13811;30541417;80370110;25384275
13812;1900720;56949014;75933546
13813;36151469;41185793;40241672
13814;61625100;35981444;36478954
13815;28034474;75254068;42323619
13816;94381957;89248675;48743516
13817;52006265;63726393;41823057
13818;84917525;85459977;95373499
13819;23752744;84046362;57465518
13820;2135050;43270044;79658253
13821;67697499;84906134;91941824
13822;5484684;29393843;82198990
13823;82842517;12794719;63904671
13824;2689702;60270324;95138842
13825;68742156;95837888;27635456
13826;2646666;34399441;57180950
13827;62960259;63638665;34682000
13828;39760762;3778850;78787944
13829;24223856;48722233;21017820
13830;43152330;93388747;60731140
13831;80975057;52755565;78082564
13832;79361785;2033218;57175061
13833;24270003;37116923;76946023
13834;78506695;88064548;56224487
13835;44638821;73763729;8161858
13836;98754882;18889045;91947342
13837;3655013;90206297;85431180
13838;91504239;28021433;39379529
13839;55548532;21000705;94650677
13840;63381251;73138298;70666050
13841;61122523;75193969;11110278
13842;30025782;97673886;65488601
13843;71049163;70442542;51241223
13844;88647585;9254352;73855675
13845;17594068;72728591;62026378
13846;89618599;16780990;38707516
13847;72079589;25991650;94044454
13848;92833726;54067504;73382603
13849;65093232;64545070;93852106
13850;7113055;69783746;58543450
13851;781938;4248182;65359030
13852;4832137;47069522;15746365
13853;95890168;80261149;766865
13854;1283016;10569023;16987277
13855;67578973;23021093;24271656
13856;6233595;80203971;62302046
13857;62464645;53796722;33136845
13858;85477630;76239562;13763870
13859;23378336;74025950;82359228
13860;66212004;49215628;92617356
13861;20650918;2748094;8894881
13862;69949609;13952607;78701010
13863;82470263;39768788;71369613
13864;68166957;51358651;46779763
13865;25714645;85391628;86819304
13866;17760395;20219235;56221318
13867;93982427;1987269;91397461
13868;21127175;82087647;86286934
13869;95069326;13213494;88788084
13870;6436689;67069966;97102555
13871;90005497;55013792;80466763
13872;5497495;58850778;78428829
13873;41218083;97814912;14418144
13874;21236870;38428673;75081197
13875;47461637;74745336;36321028
13876;48496825;29202140;16176608
13877;54071643;44923307;31277445
13878;64114908;23258109;53932979
13879;6122928;28259849;59004144
13880;51545677;8427928;23702479
13881;28419152;94959006;96445880
13882;49931600;50462756;98118047
13883;75310715;61842465;20694692
13884;39250872;43116804;8583004
13885;5418162;89228400;25102290
13886;5855379;59598915;39691725
13887;33770859;97394290;1407837
13888;82086064;49537496;56805446
13889;22929801;25392822;92062399
13890;94929115;46957182;72286630
13891;85243297;91406877;68577215
13892;79261085;38135566;87453980
13893;90506094;20780055;72939658
13894;39478045;33138305;96150190
13895;75505471;13803337;53987736
13896;67099518;22951567;72708628
13897;66240818;33946396;52961474
13898;91275817;61838600;7138203
13899;87096841;76862536;36317693
13900;41488414;91084320;26244117
13901;62871033;28637357;41081977
13902;20799947;55434801;70622995
13903;81503403;9539044;75141623
13904;70892734;22744186;77348698
13905;59191439;74813414;19305458
13906;45009410;12080636;77793875
13907;22121534;92522345;43087077
13908;58234144;64452652;6595299
13909;22574168;24157705;47670070
13910;32017332;81151958;49043423
13911;90047563;39085570;24764023
13912;4570982;69220430;64436975
13913;23185818;67416166;10938169
13914;2185947;18854046;13457581
13915;47755035;63373742;88392552
13916;28105166;8181775;40120815
13917;63482580;16094451;88236051
13918;49598328;60920525;95759283
13919;40603896;72624566;9945912
13920;21154366;63300790;6942856
13921;5784854;47091266;40041287
13922;64452729;28170158;35963623
13923;74001628;86044288;43306840
13924;43058848;35341523;4104929
13925;87852445;49127099;94826406
13926;71202779;65799412;53072794
13927;8476805;89449992;80605493
13928;19416934;44515462;52986027
13929;72179045;84895961;78176561
13930;59932900;82059806;55162646
13931;71299828;97265102;25323085
13932;16079524;28916491;65351461
13933;39906479;43643891;41192137
13934;69130102;61794428;46811651
13935;69876982;73747105;18955246
13936;20966385;48310455;24881635
13937;90757828;78570606;72409415
13938;35278533;34955754;49790435
13939;64096945;82368175;84897561
13940;85603776;9427740;26527248
13941;17211382;79434279;10039575
13942;43571789;40625426;71151192
13943;87461634;62279977;20266339
13944;79576151;22243774;1832208
13945;7956586;98680826;64275694
13946;14138966;26487561;24431464
13947;34902801;28047646;736183
13948;92349736;39054486;69407169
13949;59945425;54973929;48417955
13950;85677477;21549085;59444561
13951;54568894;33240228;96814806
13952;26302624;5704097;44917695
13953;92749380;88459877;22637323
13954;85008863;26834433;38290152
13955;60698092;77234482;34200115
13956;31325106;91547306;28946516
13957;55716552;73007954;16002283
13958;30092034;36172623;23346281
13959;95294581;87402089;13453197
13960;88125133;28894084;6698159
13961;70969777;35330330;37726901
13962;64463515;81384992;20674878
13963;31646928;20000987;52854858
13964;88071827;37561931;91632567
13965;35973808;93399577;56181506
13966;9795489;45119007;32429661
13967;26663067;39021872;69864615
13968;23651272;227779;93219602
13969;13873811;79424111;84081832
13970;90689595;82379130;80503277
13971;62242918;77847180;9581741
13972;48307790;6987206;14521105
13973;55043661;45635771;32501187
13974;34627686;72785295;12302366
13975;3188945;74770984;38828204
13976;34943512;63016949;41154917
13977;21957003;33832584;57054465
13978;31214660;59262796;58319505
13979;25092645;27437906;81024779
13980;20474984;77507659;27735814
13981;49435610;2674631;30326579
13982;36182630;72195565;97021680
13983;39865220;97147127;34197683
13984;67176036;88727776;62687263
13985;83002186;54090863;46156254
13986;97427705;90090756;21636153
13987;26778416;86880166;39739254
13988;50215781;77359311;80222548
13989;64177368;21919520;7553852
13990;59311092;82332164;76119125
13991;24408716;12269795;62166283
13992;80850297;47054744;42444477
13993;20743344;2801853;20541159
13994;32480280;24368775;16045680
13995;82942195;79230712;71240525
13996;42716029;21377725;28917621
13997;23822003;87899259;14005902
13998;22819098;82350325;41745558
13999;74088706;85695294;84099596
14000;48879998;92663319;12157522
14001;89029803;39443257;76860433
14002;44100085;18055850;92762963
14003;82782369;634982;45674449
14004;57099442;86492472;33922687
14005;23416395;43781050;91442552
14006;19637331;84304804;98664097
14007;74168955;18536528;48579960
14008;25003164;69798905;36426544
14009;48230027;45252123;35253975
14010;96087449;75804866;96680607
14011;28169673;25012831;3401411
14012;50384541;90476987;61092223
14013;1252066;45081913;91671363
14014;56602847;46077770;83471880
14015;16555947;80927063;24370828
14016;9135198;15312068;3337193
14017;19748941;57116610;30563099
14018;16274272;59320177;18712543
14019;48728321;16274282;52131349
14020;44904960;13810491;77610844
14021;41189160;84384036;54178166
14022;34103022;3458444;21481831
14023;46838346;17604500;83130808
14024;47005210;16906317;56276715
14025;8204883;87395314;15655696
14026;13411733;38751040;63753035
14027;80314482;91978008;16989355
14028;53070831;11393168;68060588
14029;27747312;91106551;79927863
14030;74607262;39378602;79496785
14031;49230918;27653260;93536892
14032;28502377;41024272;48124720
14033;48665269;67709734;73003902
14034;54321021;6824463;19115272
14035;42097406;93543902;72582237
14036;32347964;88205045;60900567
14037;43965794;1137150;55279073
14038;34399399;35693774;25692387
14039;95931945;38251351;27480567
14040;60291165;77803807;7332622
14041;37886024;69719319;40478693
14042;62903741;75246585;58217785
14043;75707811;65184663;68471866
14044;17267479;34228311;80675597
14045;87886030;72808729;39632876
14046;69785;23816154;53298979
14047;20808296;63122732;69665108
14048;57241687;40405225;63164489
14049;45921169;12490541;617855
14050;59133182;14556403;21703287
14051;46156797;92061370;60876965
14052;61848139;736676;69903399
14053;74921481;38898390;39871782
14054;64929981;16477602;43870707
14055;48192090;71776247;31555644
14056;20308544;29255370;63057306
14057;14533629;88972432;70003013
14058;97676737;23804090;56511828
14059;51901748;28050363;63728388
14060;89373739;56923694;63313060
14061;60324020;89436909;22989226
14062;90635011;37235877;26478979
14063;95154001;12081783;86353006
14064;76881518;78431086;48484468
14065;33222588;6235700;54582528
14066;58518268;82430470;48089336
14067;49039596;20781121;57000996
14068;71301113;14096122;28416679
14069;18340276;78286842;76732510
14070;89116185;19928835;18761944
14071;74710666;3055557;27931579
14072;57313921;37259039;71008910
14073;92194635;79280717;20579645
14074;2098607;31819539;20172668
14075;71878481;35582435;40433790
14076;53892890;68396542;66837340
14077;30027463;15186609;32557479
14078;98135701;47696959;96317306
14079;87610298;94826683;27493712
14080;42003163;14717270;75099751
14081;80106435;38343315;41703726
14082;97550349;76341967;96438237
14083;52996377;94940530;7695184
14084;54091093;97772794;43138886
14085;75523680;43869573;47604515
14086;50034915;65797631;22003012
14087;66753413;35972860;75058789
14088;45285198;83226596;38050000
14089;64106291;1104902;49705480
14090;49888447;33265072;88473874
14091;44498537;47421493;60592569
14092;3989130;78765954;27737385
14093;96731651;3501645;35207686
14094;23464471;22399411;73120493
14095;63036687;473178;97398039
14096;77091146;73916108;778506
14097;81334155;56224455;87456642
14098;11185787;4072332;65651107
14099;15443502;5365360;58367550
14100;84031960;34698197;59696827
14101;46813057;19553412;4716968
14102;8111770;19621929;41735985
14103;89731455;1373270;2819666
14104;52113433;12777638;33901241
14105;22749354;50522842;95231640
14106;32264471;90099679;73349751
14107;90422026;97733441;18749003
14108;7262483;51725026;22253034
14109;5407405;33299014;88158978
14110;28022623;25035593;37654253
14111;90837275;6139449;47015072
14112;2025816;7016097;57004456
14113;45168327;25999345;13286776
14114;8614353;52234390;90764761
14115;84473450;83102217;43175233
14116;1687579;2847670;1745361
14117;82041105;20167911;96389254
14118;42590206;11874300;25265218
14119;85376790;69840230;95601090
14120;26480197;35070211;78782688
14121;14645507;78452294;25790164
14122;32538837;45436802;39961877
14123;38223189;67326050;13628622
14124;68895772;53117357;32620530
14125;87343859;41913007;36778311
14126;30270086;50108465;3081015
14127;54669568;87563179;56257526
14128;10339983;49213257;37684220
14129;13967590;46961731;90002690
14130;36728820;30521465;36936311
14131;37437362;36599140;16694396
14132;81283951;46336946;27193075
14133;18208232;55845027;13882202
14134;67659467;64023268;80791033
14135;97931063;63455929;32801241
14136;49422380;94487822;94687561
14137;10898266;54851796;82041107
14138;34568170;15061177;33649856
14139;78834215;11920202;17949072
14140;61455118;75498893;70716069
14141;81544770;55228285;91465129
14142;79709327;95070097;23801753
14143;358767;36990459;82146212
14144;42764606;6338174;48897249
14145;88770461;3399389;73709517
14146;40665356;72379716;62003308
14147;23150114;50116065;54645603
14148;57598888;59287419;88399635
14149;55929619;19577747;29194492
14150;50346969;70486774;13671959
14151;61084294;661583;41758301
14152;28737792;30175623;77177797
14153;96311389;47943545;35024770
14154;72050644;97897213;35277493
14155;81392330;1841769;13534168
14156;18316813;74467823;34446488
14157;88272760;26396405;92509580
14158;586895;66588434;97755669
14159;53605382;268340;7674552
14160;29844975;72407975;23274477
14161;69467021;42969178;96668976
14162;62907925;45308926;39984610
14163;59313530;38046039;31609925
14164;9732827;25164622;47906120
14165;38572304;71320391;43621143
14166;14951908;32470493;72661853
14167;569925;25610559;51953678
14168;91005816;15507499;68074971
14169;66718790;22235609;6863767
14170;18694319;35950935;53805453
14171;93883099;52632413;71090152
14172;63762264;41459632;87711315
14173;32157139;82038984;33497560
14174;2250894;19476238;96925017
14175;12260172;58991064;5081408
14176;80721956;43980139;15242194
14177;13422167;67342590;53899118
14178;76687104;67336341;91566287
14179;78516881;5020893;63739045
14180;34660693;45203978;73796937
14181;69255808;8616084;48077411
14182;78872828;7533552;9212210
14183;36228956;37945939;492400
14184;61635505;36383752;68004682
14185;515145;95301712;9764965
14186;45475061;83586061;52858775
14187;78009665;91614859;84928187
14188;67435691;93288184;5647043
14189;8941875;44474044;9374245
14190;81859433;69151305;45739163
14191;2715935;31995913;42430361
14192;39193428;51503010;16489866
14193;48461760;28093153;50424777
14194;87213600;28362836;27204669
14195;50852659;6539922;17497079
14196;38043929;47562091;31247902
14197;52503961;74267656;59316430
14198;20865420;2796621;74687263
14199;82625863;37836035;43697458
14200;10478210;17393207;43662284
14201;27795744;40122775;36843959
14202;94471902;91758193;28850128
14203;14536551;77816786;32016332
14204;96659424;45513232;2229153
14205;39731420;62168300;6809359
14206;13207443;85912398;2733518
14207;43882053;27818032;12147651
14208;47127886;77488147;4577644
14209;89229490;44099980;72138207
14210;44000576;90623607;13058017
14211;30722613;18993762;31722084
14212;34025479;54279869;70777695
14213;77462204;29990091;69580155
14214;63265490;31052727;45984831
14215;1603450;44812575;6386311
14216;96229321;39272207;696134
14217;85500263;23529436;43836540
14218;30754779;27253131;34404373
14219;45227243;85184037;16814469
14220;44072252;87546695;59892963
14221;75579816;23775605;19245442
14222;34174684;63448946;38027192
14223;5349948;4912263;65472849
14224;58021642;63733798;98328266
14225;96371394;15495152;92416425
14226;59307167;56852834;55111679
14227;85298186;20168230;22093464
14228;85506713;75645775;80156471
14229;9036272;52276828;85559341
14230;9009441;92224028;13533466
14231;80290830;53728577;51820701
14232;61225039;16461689;1065386
14233;87109679;81373301;46669300
14234;5240110;39078954;83190281
14235;53231545;21612227;45358685
14236;23443164;93796596;57265914
14237;15726214;26535053;11976288
14238;2313877;90761003;80463724
14239;30050273;4106004;34293991
14240;77071883;95967316;48498041
14241;73005157;33892857;12431399
14242;85388437;79784693;6624501
14243;78275023;67229686;76846444
14244;7187750;35914039;64561750
14245;29129638;47763952;73848926
14246;2367423;57961960;56595003
14247;76351093;74641253;132557
14248;21287911;28103506;78236695
14249;86351531;39681533;14781947
14250;63602812;55145420;14810168
14251;15796690;95984024;66490210
14252;84518174;22839465;1308438
14253;42378300;45688540;93644365
14254;4334910;40342845;77962363
14255;56675035;52906069;81519152
14256;10592091;7391659;81111936
14257;93611724;94169422;48735580
14258;12452678;35804299;94871243
14259;28671233;72608269;45911360
14260;88089052;1640486;84101253
14261;1551973;46231481;15719431
14262;31412086;1442135;62726705
14263;91673000;31197638;4006554
14264;88461252;65348806;42748483
14265;32594899;77094854;87843148
14266;23516992;98196890;93075256
14267;59511578;91812313;90035046
14268;95334397;7215018;10208663
14269;91651191;39159577;51568571
14270;41736356;56294961;45441537
14271;90245799;76287677;72935122
14272;2851405;38285373;48291137
14273;63260970;15925324;69129164
14274;35746423;3048495;36357482
14275;74646353;55740249;71817308
14276;37656594;25455600;23857307
14277;4092052;12544126;87969561
14278;40407250;67232039;11707103
14279;35232416;79213106;42671807
14280;59462838;2756382;24480031
14281;25153874;23081431;34799546
14282;38993233;69532799;34374098
14283;4570070;81363660;33923811
14284;95643978;22035928;64500730
14285;73846178;22437224;62755136
14286;6752089;98398504;1575511
14287;42546778;96143531;49710319
14288;44142059;37039075;21322361
14289;46526524;42374706;21762841
14290;61984515;38226319;47898167
14291;84417921;15256482;97927035
14292;29368827;23120407;44267581
14293;97186473;33722348;90518285
14294;42018700;26019190;18641553
14295;55693635;65510265;95185451
14296;35500007;97447727;67128639
14297;11700126;6702421;60813393
14298;21243631;1675006;15128372
14299;23353653;2055824;82694282
14300;92710212;43831552;96111061
14301;79320911;47479878;81758734
14302;97324621;69151410;79947624
14303;76810469;4735215;68586669
14304;475724;65271624;51443374
14305;91995958;64603786;16313588
14306;98131483;63957750;98389963
14307;76293523;82770297;30014426
14308;5265616;49480918;49207831
14309;19283434;71839520;76897912
14310;58361725;56550066;41872071
14311;21674036;49991818;1258988
14312;72890210;40186348;87980306
14313;67841895;95288911;29465113
14314;44220378;79965330;52679550
14315;98407453;263136;18415241
14316;21991162;47471204;98753797
14317;66571511;26852507;45387264
14318;67367341;31523781;69667240
14319;77001664;27501170;7802896
14320;38782763;57305678;55883967
14321;38454283;84650937;10851206
14322;86433983;12839329;649682
14323;19302027;60563581;61904089
14324;85485583;89031102;34399831
14325;92011648;66482514;53324809
